   WAVE       FLUX       ERROR      RMS 
  831.900      2.42     0.162     0.429
  832.200      2.37      0.15     0.408
  832.500      2.39     0.151     0.428
  832.800      2.38     0.154     0.449
  833.100      2.31      0.15     0.443
  833.400      2.32     0.149     0.421
  833.700      2.27     0.149     0.401
  834.000      2.29     0.144     0.389
  834.300      2.24     0.142     0.431
  834.600      2.22     0.148     0.405
  834.900      2.22     0.151     0.397
  835.200      2.29     0.149     0.417
  835.500      2.35     0.148     0.422
  835.800      2.36     0.146     0.421
  836.100      2.38     0.148      0.44
  836.400      2.33      0.14     0.484
  836.700      2.19     0.131     0.523
  837.000      2.19     0.131     0.466
  837.300      2.18     0.128     0.447
  837.600      2.27     0.139     0.447
  837.900      2.48     0.155      0.49
  838.200      2.53     0.156     0.494
  838.500      2.47     0.154     0.492
  838.800      2.32     0.144     0.447
  839.100      2.25     0.139     0.427
  839.400      2.36     0.142     0.445
  839.700      2.41     0.145     0.452
  840.000      2.42     0.137     0.422
  840.300      2.34     0.138     0.392
  840.600      2.35     0.139     0.434
  840.900      2.24     0.136     0.426
  841.200      2.27     0.139     0.406
  841.500      2.47     0.148     0.448
  841.800      2.47      0.15     0.442
  842.100      2.44     0.147     0.433
  842.400      2.29     0.135     0.413
  842.700      2.26     0.135     0.404
  843.000      2.18     0.134     0.391
  843.300      2.17     0.129     0.378
  843.600      2.24     0.139     0.397
  843.900      2.26     0.136     0.407
  844.200      2.26     0.135     0.435
  844.500      2.26     0.127     0.391
  844.800      2.17     0.126     0.373
  845.100      2.14     0.126     0.376
  845.400       2.1     0.124     0.383
  845.700      2.14     0.121     0.383
  846.000       2.1     0.128     0.345
  846.300      2.04     0.126     0.332
  846.600      2.06     0.127     0.367
  846.900      2.14      0.13     0.434
  847.200      2.19     0.138     0.414
  847.500      2.24     0.139     0.405
  847.800      2.16     0.131       0.4
  848.100      2.12     0.132     0.403
  848.400      2.12     0.131     0.393
  848.700      2.21     0.132     0.404
  849.000      2.32     0.134     0.399
  849.300      2.32     0.137     0.405
  849.600      2.29     0.134     0.379
  849.900      2.22     0.131     0.386
  850.200      2.26     0.127     0.403
  850.500      2.26     0.131     0.397
  850.800      2.24     0.132     0.368
  851.100      2.22     0.128     0.355
  851.400      2.25     0.129     0.405
  851.700       2.2     0.132      0.41
  852.000      2.18     0.129     0.403
  852.300      2.17     0.126     0.385
  852.600      2.24      0.13     0.341
  852.900      2.18     0.129     0.348
  853.200      2.13     0.128     0.365
  853.500      2.11     0.126     0.383
  853.800      2.21     0.131     0.385
  854.100      2.23     0.133     0.431
  854.400      2.25     0.134     0.455
  854.700      2.15     0.126      0.44
  855.000      2.09     0.122     0.388
  855.300      2.16     0.122     0.371
  855.600      2.22     0.121     0.386
  855.900      2.27     0.128      0.42
  856.200      2.32     0.131     0.415
  856.500      2.24     0.127     0.476
  856.800      2.28     0.126      0.53
  857.100      2.17     0.122     0.489
  857.400      2.24     0.124     0.432
  857.700      2.23     0.125     0.421
  858.000      2.18     0.122     0.433
  858.300      2.19     0.121     0.425
  858.600      2.13     0.121     0.421
  858.900      2.13      0.12     0.417
  859.200      2.08     0.114     0.343
  859.500      2.18     0.121     0.371
  859.800      2.23     0.127     0.408
  860.100      2.22     0.127     0.407
  860.400      2.21     0.125     0.419
  860.700      2.27     0.127     0.375
  861.000      2.26     0.126     0.345
  861.300      2.23     0.124     0.359
  861.600      2.24     0.128     0.437
  861.900      2.25     0.129     0.435
  862.200      2.29     0.126      0.43
  862.500      2.24     0.117     0.395
  862.800      2.23     0.115     0.425
  863.100      2.22     0.115     0.395
  863.400      2.24     0.114     0.386
  863.700      2.25     0.117     0.347
  864.000      2.22     0.117     0.412
  864.300      2.31     0.122     0.383
  864.600      2.16     0.115     0.371
  864.900       2.1     0.116     0.376
  865.200      2.04     0.111     0.359
  865.500      2.01     0.112     0.383
  865.800      2.04     0.114     0.374
  866.100      2.12     0.117     0.312
  866.400      2.18     0.115     0.311
  866.700      2.15     0.114     0.326
  867.000      2.12     0.111     0.334
  867.300      2.12     0.111     0.333
  867.600      2.06      0.11     0.349
  867.900      2.06     0.109     0.352
  868.200      2.14     0.115     0.321
  868.500      2.13     0.117     0.294
  868.800       2.1     0.114     0.303
  869.100      2.12     0.114     0.332
  869.400      2.15     0.119     0.377
  869.700      2.19     0.117     0.381
  870.000      2.24      0.12     0.394
  870.300      2.17     0.111     0.382
  870.600      2.12     0.112     0.378
  870.900      2.05     0.113     0.415
  871.200      2.06     0.112     0.467
  871.500      2.09     0.118     0.421
  871.800      2.21     0.119     0.376
  872.100      2.19     0.115     0.392
  872.400      2.13     0.116     0.395
  872.700      2.08     0.112     0.381
  873.000      2.06     0.113     0.382
  873.300      2.11     0.117     0.339
  873.600      2.12     0.113      0.36
  873.900      2.15     0.119     0.359
  874.200      2.17      0.12     0.384
  874.500      2.14      0.12     0.375
  874.800      2.15      0.12     0.368
  875.100      2.08     0.123     0.423
  875.400      2.12     0.118     0.401
  875.700      2.11     0.116     0.367
  876.000      2.17     0.119     0.398
  876.300      2.18      0.12     0.407
  876.600      2.18     0.117     0.402
  876.900      2.15     0.113       0.4
  877.200      2.14     0.111     0.385
  877.500      2.13     0.112     0.391
  877.800      2.21     0.116     0.388
  878.100      2.19     0.116     0.353
  878.400      2.21     0.114     0.387
  878.700      2.05     0.109     0.377
  879.000      2.08     0.111     0.435
  879.300      2.17     0.112      0.43
  879.600      2.21     0.116     0.369
  879.900      2.26     0.115      0.35
  880.200      2.18     0.114     0.331
  880.500      2.19     0.114     0.347
  880.800      2.19      0.11     0.368
  881.100      2.17      0.11     0.372
  881.400       2.2      0.11     0.403
  881.700      2.18     0.109      0.38
  882.000      2.13     0.109     0.354
  882.300      2.19     0.115     0.355
  882.600      2.24     0.116      0.38
  882.900      2.19     0.114      0.36
  883.200      2.21     0.118     0.374
  883.500      2.23     0.117     0.372
  883.800      2.24      0.12      0.37
  884.100      2.24     0.117     0.398
  884.400      2.25     0.117     0.425
  884.700      2.24     0.114     0.427
  885.000      2.25     0.116     0.426
  885.300       2.2     0.111     0.376
  885.600      2.09     0.109     0.384
  885.900      2.08     0.104     0.375
  886.200      2.11     0.106     0.384
  886.500      2.24     0.112     0.369
  886.800      2.24     0.114     0.338
  887.100      2.24     0.114      0.37
  887.400      2.26     0.113     0.405
  887.700      2.25     0.115      0.37
  888.000      2.21     0.112      0.36
  888.300      2.26     0.117     0.379
  888.600      2.22     0.114      0.39
  888.900      2.18     0.112     0.413
  889.200      2.14     0.108     0.396
  889.500      2.14     0.104     0.368
  889.800      2.15     0.106     0.365
  890.100      2.11     0.106     0.354
  890.400      2.11     0.103     0.372
  890.700      2.15     0.108     0.399
  891.000      2.18     0.106     0.384
  891.300      2.18     0.106      0.36
  891.600      2.21     0.101      0.33
  891.900      2.18     0.104     0.307
  892.200       2.2     0.105       0.3
  892.500      2.15     0.105      0.31
  892.800      2.16     0.103     0.313
  893.100      2.19     0.104     0.339
  893.400      2.19     0.105     0.348
  893.700      2.21     0.104     0.349
  894.000      2.21     0.107     0.335
  894.300      2.25     0.106     0.338
  894.600      2.19     0.105     0.348
  894.900      2.15       0.1     0.334
  895.200      2.09     0.102     0.361
  895.500      2.11     0.101     0.393
  895.800      2.04    0.0982     0.418
  896.100      2.13       0.1     0.418
  896.400       2.1    0.0987      0.41
  896.700      2.18     0.101     0.407
  897.000      2.19     0.104     0.386
  897.300      2.14     0.103     0.397
  897.600      2.21     0.102     0.389
  897.900      2.19     0.101     0.358
  898.200      2.23     0.103     0.391
  898.500      2.29     0.106     0.359
  898.800      2.28     0.106     0.373
  899.100      2.25     0.107     0.343
  899.400      2.15     0.104     0.341
  899.700      2.18     0.105     0.342
  900.000      2.25     0.109     0.359
  900.300      2.27     0.101     0.392
  900.600      2.23    0.0991     0.405
  900.900      2.18    0.0985     0.402
  901.200      2.08    0.0965     0.421
  901.500      2.18       0.1     0.383
  901.800      2.19       0.1     0.365
  902.100      2.28    0.0995     0.343
  902.400       2.2    0.0999      0.34
  902.700      2.19    0.0979      0.33
  903.000      2.17     0.095     0.344
  903.300      2.14    0.0953     0.396
  903.600      2.23    0.0975     0.386
  903.900      2.23    0.0972     0.416
  904.200      2.29    0.0996     0.441
  904.500      2.28       0.1     0.425
  904.800      2.29     0.101     0.387
  905.100      2.26     0.104      0.38
  905.400      2.31     0.102     0.376
  905.700      2.31     0.105     0.358
  906.000      2.23    0.0981     0.339
  906.300      2.26    0.0977     0.346
  906.600      2.23    0.0979     0.347
  906.900      2.21    0.0987     0.377
  907.200       2.2    0.0949      0.38
  907.500      2.28    0.0973     0.373
  907.800       2.3    0.0973     0.338
  908.100      2.25    0.0955     0.316
  908.400      2.16    0.0965     0.374
  908.700      2.12    0.0953     0.411
  909.000      2.14     0.101     0.405
  909.300      2.17    0.0984     0.414
  909.600      2.28     0.104      0.37
  909.900      2.26     0.101     0.357
  910.200      2.24       0.1     0.337
  910.500      2.23    0.0986     0.348
  910.800      2.24    0.0977      0.38
  911.100      2.17    0.0941     0.371
  911.400       2.2    0.0968     0.381
  911.700      2.23     0.096     0.358
  912.000      2.26    0.0972      0.38
  912.300      2.31     0.103     0.429
  912.600      2.34     0.103     0.433
  912.900      2.29    0.0983     0.415
  913.200      2.24    0.0974     0.391
  913.500      2.16    0.0961      0.39
  913.800       2.2    0.0943     0.341
  914.100      2.26    0.0956     0.357
  914.400      2.28    0.0939     0.372
  914.700      2.32    0.0973     0.397
  915.000      2.34    0.0991     0.413
  915.300      2.34     0.101     0.397
  915.600       2.3    0.0992     0.416
  915.900      2.22    0.0987     0.398
  916.200      2.23    0.0934     0.367
  916.500      2.22    0.0923     0.369
  916.800       2.2    0.0937     0.364
  917.100       2.2    0.0915      0.38
  917.400      2.25    0.0915     0.375
  917.700      2.25    0.0958     0.355
  918.000      2.23    0.0932     0.368
  918.300      2.21    0.0912     0.357
  918.600      2.19    0.0899     0.383
  918.900      2.18    0.0904     0.361
  919.200      2.23    0.0919     0.354
  919.500      2.23     0.092     0.365
  919.800      2.23    0.0954     0.374
  920.100       2.2    0.0942     0.397
  920.400      2.19    0.0956     0.398
  920.700      2.27    0.0981     0.395
  921.000      2.24    0.0958      0.42
  921.300      2.29    0.0965     0.417
  921.600      2.26     0.096     0.408
  921.900       2.3    0.0948     0.373
  922.200      2.27    0.0938     0.387
  922.500      2.26    0.0915     0.356
  922.800      2.25    0.0918     0.348
  923.100      2.31    0.0962     0.399
  923.400       2.4     0.098     0.374
  923.700      2.41    0.0964     0.353
  924.000      2.35    0.0941     0.364
  924.300      2.35    0.0926     0.378
  924.600      2.25    0.0916     0.321
  924.900      2.22    0.0905     0.294
  925.200      2.26    0.0913     0.336
  925.500      2.32    0.0903     0.343
  925.800      2.33    0.0928     0.317
  926.100      2.33    0.0916     0.324
  926.400      2.36    0.0935     0.327
  926.700      2.35    0.0922     0.338
  927.000       2.3    0.0923     0.338
  927.300      2.37    0.0913     0.337
  927.600      2.34    0.0924     0.336
  927.900      2.36    0.0889     0.387
  928.200      2.25    0.0869     0.425
  928.500       2.2    0.0826     0.418
  928.800      2.17    0.0853     0.413
  929.100      2.27    0.0871     0.396
  929.400      2.31    0.0879     0.372
  929.700      2.34    0.0913     0.373
  930.000      2.33    0.0887      0.36
  930.300      2.26    0.0885     0.355
  930.600      2.24    0.0891     0.324
  930.900      2.31    0.0908     0.314
  931.200      2.29    0.0861     0.324
  931.500       2.3    0.0874     0.326
  931.800      2.26    0.0845     0.336
  932.100      2.21    0.0818     0.376
  932.400      2.21    0.0845     0.383
  932.700       2.2    0.0884     0.383
  933.000       2.3    0.0889     0.337
  933.300      2.33    0.0903     0.343
  933.600      2.34     0.088     0.339
  933.900      2.35    0.0865     0.341
  934.200      2.35    0.0891     0.349
  934.500      2.31    0.0874     0.366
  934.800      2.26    0.0839     0.389
  935.100      2.29    0.0849      0.38
  935.400      2.38    0.0884     0.377
  935.700      2.38     0.088     0.363
  936.000      2.38    0.0895      0.37
  936.300       2.4      0.09      0.37
  936.600      2.43    0.0902     0.389
  936.900      2.38    0.0872      0.39
  937.200      2.23     0.086     0.414
  937.500      2.24    0.0827      0.37
  937.800      2.32    0.0858     0.345
  938.100      2.36    0.0874     0.344
  938.400      2.33    0.0864     0.336
  938.700      2.35    0.0873     0.374
  939.000       2.3    0.0887     0.386
  939.300      2.31    0.0875     0.395
  939.600      2.24    0.0861     0.389
  939.900      2.26    0.0851     0.364
  940.200       2.3    0.0861     0.362
  940.500      2.31    0.0847     0.332
  940.800      2.38    0.0856     0.323
  941.100       2.3    0.0869     0.313
  941.400      2.26    0.0849     0.335
  941.700      2.24    0.0819     0.366
  942.000      2.27    0.0837      0.38
  942.300      2.33    0.0852     0.371
  942.600       2.4    0.0874     0.389
  942.900      2.39    0.0876     0.348
  943.200      2.42    0.0892     0.322
  943.500      2.42    0.0894      0.35
  943.800      2.35    0.0863      0.37
  944.100      2.33    0.0837     0.387
  944.400       2.3    0.0845     0.428
  944.700      2.28    0.0835     0.437
  945.000      2.29    0.0844     0.439
  945.300      2.31    0.0858     0.387
  945.600      2.33    0.0848     0.333
  945.900      2.41    0.0871     0.375
  946.200      2.36    0.0838     0.346
  946.500      2.35    0.0847     0.352
  946.800      2.26    0.0811     0.322
  947.100       2.3    0.0852     0.355
  947.400      2.35    0.0833     0.386
  947.700      2.36    0.0841     0.388
  948.000      2.34     0.087     0.374
  948.300      2.38    0.0861     0.358
  948.600      2.43    0.0865     0.361
  948.900      2.46    0.0892     0.338
  949.200      2.42    0.0876     0.321
  949.500      2.34    0.0845     0.346
  949.800      2.31    0.0817     0.362
  950.100       2.3    0.0854     0.363
  950.400      2.32    0.0871     0.376
  950.700      2.34    0.0865     0.333
  951.000      2.36    0.0913     0.358
  951.300      2.32     0.089     0.375
  951.600      2.27    0.0873     0.374
  951.900      2.29     0.084     0.339
  952.200      2.28    0.0821     0.324
  952.500       2.3    0.0848     0.313
  952.800      2.29    0.0865     0.316
  953.100      2.33    0.0877     0.323
  953.400      2.29    0.0866     0.337
  953.700      2.27    0.0868     0.357
  954.000      2.23    0.0873     0.364
  954.300       2.2    0.0814     0.329
  954.600      2.18    0.0825     0.298
  954.900      2.19    0.0828     0.316
  955.200      2.24    0.0828     0.345
  955.500      2.29    0.0857      0.36
  955.800      2.29    0.0847     0.358
  956.100      2.23    0.0823     0.352
  956.400      2.23    0.0841     0.335
  956.700       2.2    0.0833     0.324
  957.000      2.21    0.0799     0.324
  957.300      2.24    0.0838     0.336
  957.600      2.28    0.0819     0.347
  957.900      2.27     0.079     0.379
  958.200      2.19    0.0798     0.359
  958.500      2.22    0.0811     0.356
  958.800      2.23    0.0816     0.356
  959.100      2.28    0.0841     0.373
  959.400      2.31    0.0861     0.382
  959.700      2.32    0.0859     0.374
  960.000      2.34    0.0844     0.345
  960.300      2.27    0.0803     0.367
  960.600      2.28    0.0818     0.326
  960.900      2.28    0.0807     0.313
  961.200      2.27    0.0825      0.34
  961.500      2.35    0.0838     0.339
  961.800      2.31    0.0825     0.305
  962.100      2.38    0.0826     0.333
  962.400      2.44    0.0838     0.404
  962.700       2.4    0.0831     0.365
  963.000       2.3     0.081     0.356
  963.300      2.29    0.0818      0.33
  963.600      2.26    0.0791      0.31
  963.900      2.32    0.0809     0.297
  964.200      2.32    0.0826     0.293
  964.500      2.31    0.0821     0.297
  964.800      2.33    0.0801     0.304
  965.100      2.33    0.0798     0.335
  965.400      2.28    0.0788     0.402
  965.700      2.28    0.0783     0.408
  966.000      2.29    0.0804     0.444
  966.300      2.26    0.0779     0.401
  966.600      2.28    0.0781     0.395
  966.900      2.24    0.0779     0.402
  967.200      2.29    0.0794      0.39
  967.500      2.35    0.0797      0.41
  967.800      2.33    0.0792     0.369
  968.100      2.38    0.0806     0.354
  968.400       2.4    0.0812     0.361
  968.700      2.45    0.0811     0.349
  969.000      2.49    0.0842     0.396
  969.300      2.44    0.0806     0.397
  969.600      2.36    0.0804     0.379
  969.900      2.37    0.0805     0.394
  970.200      2.38    0.0761     0.351
  970.500      2.41    0.0759     0.354
  970.800       2.4    0.0758     0.341
  971.100      2.49    0.0771     0.308
  971.400      2.45    0.0776     0.327
  971.700      2.43    0.0769     0.373
  972.000      2.41    0.0754     0.375
  972.300      2.44     0.075     0.361
  972.600      2.39    0.0738     0.363
  972.900      2.45    0.0776     0.379
  973.200      2.49    0.0749     0.355
  973.500      2.51    0.0759     0.383
  973.800      2.48     0.075     0.398
  974.100      2.47    0.0757     0.388
  974.400      2.48    0.0727     0.377
  974.700      2.54    0.0758     0.403
  975.000       2.5    0.0733     0.386
  975.300      2.49    0.0709     0.378
  975.600      2.48    0.0713     0.359
  975.900      2.48     0.072     0.341
  976.200      2.53    0.0722     0.313
  976.500      2.56    0.0723     0.321
  976.800       2.5     0.073     0.308
  977.100       2.5    0.0713     0.328
  977.400      2.51    0.0723     0.317
  977.700       2.6    0.0738     0.353
  978.000      2.64    0.0757     0.377
  978.300      2.58     0.075     0.314
  978.600      2.52    0.0736     0.403
  978.900      2.49    0.0711     0.325
  979.200      2.52    0.0717     0.351
  979.500      2.53    0.0732     0.366
  979.800      2.51    0.0726     0.327
  980.100      2.48    0.0715      0.34
  980.400      2.51    0.0727     0.342
  980.700      2.55     0.073      0.38
  981.000      2.57    0.0703     0.379
  981.300      2.52    0.0694     0.344
  981.600      2.43    0.0692      0.34
  981.900       2.4    0.0681      0.32
  982.200      2.41     0.067      0.31
  982.500      2.39    0.0667     0.293
  982.800      2.45     0.067     0.311
  983.100       2.4     0.067     0.352
  983.400      2.36    0.0657     0.349
  983.700      2.39    0.0669     0.362
  984.000      2.45    0.0689     0.366
  984.300      2.48    0.0696     0.377
  984.600      2.41    0.0681     0.395
  984.900       2.4    0.0677       0.4
  985.200       2.4    0.0664     0.398
  985.500      2.48    0.0673      0.37
  985.800      2.53    0.0677     0.357
  986.100      2.54    0.0689     0.361
  986.400       2.6      0.07     0.361
  986.700      2.63    0.0695     0.394
  987.000      2.54    0.0678     0.404
  987.300      2.57    0.0691      0.38
  987.600      2.52    0.0675     0.361
  987.900      2.54    0.0675     0.358
  988.200      2.54    0.0663     0.367
  988.500      2.52    0.0666     0.385
  988.800      2.53    0.0654      0.39
  989.100      2.46    0.0643     0.358
  989.400      2.37     0.064     0.343
  989.700      2.44    0.0652     0.316
  990.000      2.52    0.0639     0.334
  990.300      2.49    0.0639     0.348
  990.600      2.54    0.0642     0.383
  990.900      2.45    0.0634      0.39
  991.200      2.51    0.0631     0.387
  991.500      2.57    0.0622     0.397
  991.800      2.55    0.0627     0.382
  992.100       2.5    0.0628     0.338
  992.400      2.53    0.0608     0.369
  992.700      2.53     0.061     0.351
  993.000      2.52    0.0624     0.388
  993.300      2.51     0.061     0.389
  993.600      2.46    0.0617     0.365
  993.900      2.47     0.062      0.38
  994.200      2.51    0.0623     0.364
  994.500      2.52    0.0617     0.357
  994.800      2.47    0.0613      0.34
  995.100       2.5    0.0618     0.368
  995.400      2.51    0.0622     0.365
  995.700      2.51     0.062     0.351
  996.000      2.56    0.0642     0.366
  996.300       2.5     0.063     0.342
  996.600      2.55    0.0638     0.333
  996.900      2.51    0.0621     0.335
  997.200      2.52    0.0625     0.355
  997.500      2.45    0.0621     0.354
  997.800      2.46    0.0611     0.353
  998.100      2.45    0.0604       0.4
  998.400      2.41    0.0593     0.362
  998.700      2.43    0.0598     0.356
  999.000      2.42     0.059     0.326
  999.300      2.42    0.0599     0.319
  999.600      2.47    0.0615     0.312
  999.900       2.5    0.0617     0.322
 1000.200       2.4    0.0609     0.338
 1000.500      2.41    0.0598     0.356
 1000.800      2.42    0.0596     0.376
 1001.100      2.35    0.0585     0.399
 1001.400      2.32    0.0582     0.407
 1001.700      2.32    0.0559     0.331
 1002.000       2.4    0.0568      0.33
 1002.300      2.39    0.0563     0.359
 1002.600      2.38    0.0559     0.381
 1002.900      2.37    0.0557     0.387
 1003.200      2.37    0.0562     0.365
 1003.500      2.37    0.0559     0.378
 1003.800      2.34    0.0557     0.362
 1004.100      2.38    0.0554     0.343
 1004.400      2.41    0.0574     0.352
 1004.700      2.45    0.0575     0.355
 1005.000      2.45    0.0582     0.357
 1005.300       2.5    0.0605     0.359
 1005.600      2.48    0.0588      0.34
 1005.900      2.49    0.0592     0.336
 1006.200      2.52    0.0591     0.357
 1006.500      2.46    0.0579     0.373
 1006.800      2.42    0.0572     0.362
 1007.100      2.39    0.0571     0.349
 1007.400      2.36    0.0549     0.383
 1007.700      2.44    0.0567     0.337
 1008.000       2.5    0.0574     0.318
 1008.300      2.44    0.0561     0.361
 1008.600      2.48    0.0575     0.344
 1008.900       2.5    0.0569     0.331
 1009.200      2.55    0.0567     0.311
 1009.500      2.52     0.057     0.336
 1009.800      2.48    0.0571     0.362
 1010.100       2.5    0.0567     0.387
 1010.400       2.5    0.0569     0.377
 1010.700      2.47    0.0566     0.399
 1011.000      2.45    0.0569     0.423
 1011.300       2.5    0.0576     0.432
 1011.600       2.5    0.0575      0.41
 1011.900      2.43    0.0559     0.461
 1012.200      2.46    0.0561     0.489
 1012.500      2.55    0.0561     0.448
 1012.800      2.51    0.0556     0.407
 1013.100      2.49    0.0572     0.419
 1013.400      2.47    0.0575     0.468
 1013.700      2.53     0.059     0.479
 1014.000      2.61    0.0591     0.444
 1014.300      2.69      0.06     0.412
 1014.600      2.67    0.0589     0.386
 1014.900      2.62     0.059     0.423
 1015.200       2.6    0.0589     0.433
 1015.500      2.54    0.0571     0.483
 1015.800       2.5    0.0556     0.523
 1016.100      2.54    0.0565     0.523
 1016.400      2.48    0.0548     0.519
 1016.700      2.56    0.0567      0.48
 1017.000      2.58    0.0569     0.468
 1017.300      2.61    0.0572     0.465
 1017.600      2.63    0.0573     0.463
 1017.900      2.67     0.058     0.468
 1018.200      2.68    0.0578     0.498
 1018.500      2.76     0.059     0.486
 1018.800      2.81    0.0592     0.451
 1019.100       2.8    0.0582     0.474
 1019.400       2.8    0.0598     0.503
 1019.700      2.74    0.0591     0.526
 1020.000      2.75    0.0591     0.657
 1020.300      2.82    0.0602     0.779
 1020.600      2.92    0.0623     0.758
 1020.900      2.86    0.0595     0.608
 1021.200      2.84    0.0593     0.556
 1021.500      2.81    0.0587      0.58
 1021.800      2.85    0.0586     0.523
 1022.100       2.9      0.06       0.5
 1022.400      2.89    0.0592     0.557
 1022.700      2.91     0.058     0.561
 1023.000      2.97    0.0591     0.513
 1023.300      3.02    0.0606     0.507
 1023.600         3    0.0593      0.51
 1023.900      3.02    0.0592     0.557
 1024.200      3.08    0.0615     0.536
 1024.500      3.07    0.0606     0.547
 1024.800      3.03     0.059     0.571
 1025.100      3.06    0.0617     0.558
 1025.400      3.04    0.0609     0.533
 1025.700      3.07    0.0593     0.503
 1026.000      3.11    0.0619     0.556
 1026.300      3.12     0.062     0.494
 1026.600       3.2    0.0619     0.512
 1026.900      3.23    0.0618     0.471
 1027.200      3.29    0.0622       0.5
 1027.500       3.3     0.063     0.527
 1027.800      3.33    0.0631     0.559
 1028.100      3.28    0.0621     0.494
 1028.400      3.34    0.0631     0.529
 1028.700      3.36    0.0632     0.517
 1029.000      3.46    0.0637     0.526
 1029.300      3.48    0.0641     0.532
 1029.600      3.41    0.0629     0.523
 1029.900      3.49    0.0633     0.552
 1030.200      3.46    0.0622     0.586
 1030.500      3.37    0.0605     0.533
 1030.800      3.47    0.0616      0.59
 1031.100      3.54    0.0624     0.635
 1031.400      3.55    0.0645     0.651
 1031.700      3.49    0.0645     0.645
 1032.000      3.56    0.0656     0.721
 1032.300      3.53    0.0701     0.696
 1032.600      3.51    0.0676     0.696
 1032.900      3.55    0.0692     0.748
 1033.200      3.55    0.0685     0.765
 1033.500      3.54    0.0701     0.788
 1033.800       3.5    0.0692     0.742
 1034.100      3.43    0.0688     0.711
 1034.400      3.43    0.0699     0.661
 1034.700      3.46    0.0688      0.69
 1035.000      3.45    0.0691     0.674
 1035.300      3.45    0.0688     0.673
 1035.600      3.48    0.0686      0.73
 1035.900      3.44    0.0669     0.718
 1036.200      3.44    0.0692     0.733
 1036.500      3.37    0.0658     0.646
 1036.800       3.4     0.066     0.657
 1037.100      3.36    0.0665     0.703
 1037.400       3.3    0.0645     0.704
 1037.700      3.27    0.0629     0.664
 1038.000      3.21    0.0638     0.614
 1038.300      3.26    0.0633     0.642
 1038.600      3.21    0.0612     0.604
 1038.900      3.23    0.0614     0.612
 1039.200      3.17    0.0605     0.607
 1039.500      3.12    0.0604     0.627
 1039.800      3.12    0.0594     0.602
 1040.100      3.03    0.0595     0.573
 1040.400      2.97    0.0582     0.515
 1040.700      2.91     0.057     0.483
 1041.000      2.95    0.0575     0.523
 1041.300      2.91    0.0575      0.55
 1041.600      2.85    0.0563     0.468
 1041.900      2.85    0.0561     0.455
 1042.200      2.86     0.055      0.44
 1042.500      2.92    0.0563     0.488
 1042.800      2.92    0.0563     0.493
 1043.100       2.9    0.0561     0.536
 1043.400      2.81    0.0558     0.499
 1043.700      2.82    0.0562     0.477
 1044.000      2.81    0.0547     0.431
 1044.300       2.7    0.0541     0.423
 1044.600      2.74    0.0551     0.453
 1044.900      2.75    0.0556     0.434
 1045.200      2.76    0.0561     0.454
 1045.500      2.68    0.0554     0.439
 1045.800      2.65     0.055     0.447
 1046.100      2.68    0.0536     0.446
 1046.400      2.66    0.0558     0.438
 1046.700      2.71    0.0551      0.45
 1047.000      2.67    0.0555      0.48
 1047.300      2.62    0.0545      0.46
 1047.600      2.59    0.0566      0.42
 1047.900      2.63     0.063     0.503
 1048.200      2.55    0.0579     0.358
 1048.500      2.58    0.0614     0.399
 1048.800      2.58    0.0595     0.386
 1049.100      2.58    0.0583      0.37
 1049.400      2.65    0.0606       0.4
 1049.700      2.55    0.0568     0.394
 1050.000       2.5    0.0553     0.354
 1050.300      2.54    0.0557     0.335
 1050.600      2.52    0.0555      0.35
 1050.900      2.57    0.0574     0.405
 1051.200      2.49    0.0558     0.375
 1051.500      2.42    0.0532      0.37
 1051.800      2.42    0.0544     0.381
 1052.100      2.47     0.053     0.378
 1052.400      2.47    0.0531     0.378
 1052.700      2.45     0.053     0.343
 1053.000      2.42    0.0515     0.344
 1053.300      2.42    0.0521     0.332
 1053.600      2.49    0.0516     0.337
 1053.900      2.46    0.0513     0.324
 1054.200      2.41    0.0508     0.342
 1054.500       2.4    0.0509     0.367
 1054.800      2.43    0.0511     0.387
 1055.100      2.37    0.0519     0.353
 1055.400      2.41    0.0514      0.35
 1055.700      2.37    0.0497     0.325
 1056.000      2.43    0.0503     0.307
 1056.300      2.47    0.0504     0.334
 1056.600      2.47     0.051     0.356
 1056.900      2.46      0.05     0.317
 1057.200      2.43    0.0492     0.341
 1057.500      2.43    0.0501     0.338
 1057.800      2.43    0.0498     0.352
 1058.100      2.43    0.0485     0.333
 1058.400      2.46    0.0488     0.329
 1058.700      2.42    0.0498     0.306
 1059.000      2.42    0.0491     0.327
 1059.300      2.45    0.0497     0.345
 1059.600      2.43    0.0482     0.344
 1059.900      2.43    0.0481     0.341
 1060.200      2.44    0.0479     0.366
 1060.500      2.46    0.0484     0.357
 1060.800      2.44    0.0486     0.365
 1061.100      2.41    0.0483     0.358
 1061.400      2.38    0.0468     0.349
 1061.700      2.42    0.0477     0.362
 1062.000      2.41    0.0481     0.331
 1062.300      2.43    0.0469     0.325
 1062.600      2.49    0.0485     0.329
 1062.900      2.48    0.0468     0.327
 1063.200      2.49    0.0478     0.339
 1063.500       2.5    0.0478     0.329
 1063.800      2.48    0.0481     0.322
 1064.100       2.5     0.048      0.33
 1064.400      2.47    0.0472     0.317
 1064.700      2.44    0.0473     0.322
 1065.000      2.41    0.0465     0.314
 1065.300      2.46    0.0485     0.333
 1065.600      2.54    0.0501     0.381
